,Age,Cabin,Fare,Parch,Sex,Survived,1,2,3
668,4,0,1.5712553262710571,0,1,0,0,0,1
670,4,0,7.612292289733887,1,0,1,0,1,0
671,4,1,10.149723052978516,0,1,0,1,0,0
672,6,0,2.0494632720947266,0,1,0,0,1,0
673,4,0,2.537430763244629,0,1,1,0,1,0
675,2,0,1.5175788402557373,0,1,0,0,0,1
676,3,0,1.5712553262710571,0,1,0,0,0,1
677,2,0,1.9209717512130737,0,0,1,0,0,1
678,4,0,9.15427017211914,1,0,0,0,0,1
679,4,1,100.0,1,1,1,1,0,0
681,3,1,14.976541519165039,0,1,1,1,0,0
682,3,0,1.8006000518798828,0,1,0,0,0,1
683,2,0,9.15427017211914,1,1,0,0,0,1
684,5,0,7.612292289733887,1,1,0,0,1,0
685,3,0,8.115718841552734,1,1,0,0,1,0
686,2,0,7.74648380279541,1,1,0,0,0,1
687,3,0,1.9852077960968018,0,1,0,0,0,1
688,2,0,1.5216387510299683,0,1,0,0,0,1
689,2,1,41.250328063964844,1,0,1,1,0,0
690,4,1,11.12565803527832,0,1,1,1,0,0
691,1,0,2.618765354156494,1,0,1,0,0,1
693,3,0,1.4102259874343872,0,1,0,0,0,1
694,5,0,5.182214260101318,0,1,0,1,0,0
695,5,0,2.635024309158325,0,1,0,0,1,0
696,4,0,1.5712553262710571,0,1,0,0,0,1
698,5,1,21.642976760864258,1,1,0,1,0,0
699,4,1,1.493180513381958,0,1,0,0,0,1
700,2,1,44.40991973876953,0,0,1,1,0,0
701,4,1,5.130978107452393,0,1,1,1,0,0
702,2,0,2.8212716579437256,1,0,0,0,0,1
703,3,0,1.51107919216156,0,1,0,0,0,1
704,3,0,1.5330376625061035,0,1,0,0,0,1
705,4,0,5.074861526489258,0,1,0,0,1,0
706,4,0,2.635024309158325,0,0,1,0,1,0
707,4,1,5.130978107452393,0,1,1,1,0,0
708,3,0,29.580589294433594,0,0,1,1,0,0
710,3,1,9.662575721740723,0,0,1,1,0,0
712,5,1,10.149723052978516,0,1,1,1,0,0
713,3,0,1.8510167598724365,0,1,0,0,0,1
714,5,0,2.537430763244629,0,1,0,0,1,0
715,3,1,1.493180513381958,0,1,0,0,0,1
716,4,1,44.40991973876953,0,0,1,1,0,0
717,3,1,2.0494632720947266,0,0,1,0,1,0
719,4,0,1.5175788402557373,0,1,0,0,0,1
720,1,0,6.441170692443848,1,0,1,0,1,0
721,2,0,1.3768880367279053,0,1,0,0,0,1
722,4,0,2.537430763244629,0,1,0,0,1,0
723,5,0,2.537430763244629,0,1,0,0,1,0
724,3,1,10.364428520202637,0,1,1,1,0,0
725,3,0,1.6908073425292969,0,1,0,0,0,1
726,3,0,4.098926544189453,0,0,1,0,1,0
728,3,0,5.074861526489258,0,1,0,0,1,0
729,3,0,1.5468568801879883,0,0,0,0,0,1
730,3,1,41.250328063964844,0,0,1,1,0,0
731,1,0,3.6670756340026855,0,1,0,0,0,1
733,3,0,2.537430763244629,0,1,0,0,1,0
734,3,0,2.537430763244629,0,1,0,0,1,0
735,3,0,3.1425106525421143,0,1,0,0,0,1
736,5,0,6.709552764892578,1,0,0,0,0,1
737,4,1,100.0,0,1,1,1,0,0
741,4,1,15.390493392944336,0,1,0,1,0,0
742,3,1,51.21218490600586,1,0,1,1,0,0
743,3,0,3.1425106525421143,0,1,0,0,0,1
744,4,0,1.5468568801879883,0,1,1,0,0,1
745,6,1,13.8582763671875,1,1,0,1,0,0
746,2,0,3.9525365829467773,1,1,0,0,0,1
747,3,0,2.537430763244629,0,0,1,0,1,0
748,3,1,10.364428520202637,0,1,0,1,0,0
749,4,0,1.5126991271972656,0,1,0,0,0,1
750,1,0,4.489300727844238,1,0,1,0,1,0
751,1,1,2.43495774269104,1,1,1,0,0,1
752,4,0,1.854276418685913,0,1,0,0,0,1
753,3,0,1.5411574840545654,0,1,0,0,0,1
754,5,0,12.687153816223145,1,0,1,0,1,0
755,1,0,2.8302114009857178,1,1,1,0,1,0
756,3,0,1.5216387510299683,0,1,0,0,0,1
757,2,0,2.244650363922119,0,1,0,0,1,0
758,4,0,1.5712553262710571,0,1,0,0,0,1
759,4,1,16.88367462158203,0,0,1,1,0,0
761,4,0,1.39070725440979,0,1,0,0,0,1
762,3,0,1.411045789718628,0,1,1,0,0,1
763,4,1,23.42243766784668,1,0,1,1,0,0
764,2,0,1.5175788402557373,0,1,0,0,0,1
765,5,1,15.216444969177246,0,0,1,1,0,0
767,4,0,1.5126991271972656,0,0,0,0,0,1
769,4,0,1.632251262664795,0,1,0,0,0,1
770,3,0,1.854276418685913,0,1,0,0,0,1
771,5,0,1.5330376625061035,0,1,0,0,0,1
772,5,1,2.0494632720947266,0,0,0,0,1,0
774,5,0,4.489300727844238,1,0,1,0,1,0
775,2,0,1.5126991271972656,0,1,0,0,0,1
777,1,0,2.43495774269104,0,0,1,0,0,1
779,4,1,41.250328063964844,1,0,1,1,0,0
780,2,0,1.411045789718628,0,0,1,0,0,1
781,2,1,11.12565803527832,0,0,1,1,0,0
782,3,1,5.85560941696167,0,1,0,1,0,0
784,3,0,1.376068353652954,0,1,0,0,0,1
785,3,0,1.4151057004928589,0,1,0,0,0,1
786,2,0,1.4630826711654663,0,0,1,0,0,1
787,1,0,5.684821128845215,1,1,0,0,0,1
788,1,0,4.01597261428833,1,1,1,0,0,1
789,5,1,15.458808898925781,0,1,0,1,0,0
791,2,0,5.074861526489258,0,1,0,0,1,0
794,3,0,1.5411574840545654,0,1,0,0,0,1
795,4,0,2.537430763244629,0,1,0,0,1,0
796,5,1,5.061042308807373,0,0,1,1,0,0
797,4,0,1.6948671340942383,0,0,1,0,0,1
798,3,0,1.411045789718628,0,1,0,0,0,1
799,3,0,4.713765621185303,1,0,0,0,0,1
800,4,0,2.537430763244629,0,1,0,0,1,0
801,4,0,5.123658657073975,1,0,1,0,1,0
802,1,1,23.42243766784668,1,1,1,1,0,0
803,1,0,1.662348985671997,1,1,1,0,0,1
804,3,0,1.361429214477539,0,1,1,0,0,1
805,4,0,1.5175788402557373,0,1,0,0,0,1
806,4,1,0.0,0,1,0,1,0,0
807,2,0,1.5175788402557373,0,0,0,0,0,1
808,4,0,2.537430763244629,0,1,0,0,1,0
809,4,1,10.364428520202637,0,0,1,1,0,0
810,3,0,1.5395373106002808,0,1,0,0,0,1
811,4,0,4.713765621185303,0,1,0,0,0,1
812,4,0,2.0494632720947266,0,1,0,0,1,0
813,1,0,6.104473114013672,1,0,0,0,0,1
814,4,0,1.5712553262710571,0,1,0,0,0,1
816,3,0,1.5468568801879883,0,0,0,0,0,1
817,4,0,7.222738265991211,1,1,0,0,1,0
818,4,0,1.2589560747146606,0,1,0,0,0,1
819,1,0,5.445716857910156,1,1,0,0,0,1
820,5,1,18.249982833862305,1,0,1,1,0,0
821,3,0,1.6908073425292969,0,1,1,0,0,1
822,4,0,0.0,0,1,0,1,0,0
823,3,1,2.43495774269104,1,0,1,0,0,1
824,1,0,7.74648380279541,1,1,0,0,0,1
827,1,0,7.222738265991211,1,1,1,0,1,0
829,6,1,15.614958763122559,0,0,1,1,0,0
830,2,0,2.8212716579437256,0,0,1,0,0,1
831,1,0,3.6597559452056885,1,1,1,0,1,0
833,3,0,1.5330376625061035,0,1,0,0,0,1
834,2,0,1.6200519800186157,0,1,0,0,0,1
835,4,1,16.23141860961914,1,0,1,1,0,0
836,3,0,1.6908073425292969,0,1,0,0,0,1
838,4,0,11.027244567871094,0,1,1,0,0,1
840,3,0,1.5468568801879883,0,1,0,0,0,1
841,2,0,2.0494632720947266,0,1,0,0,1,0
842,3,0,6.0507965087890625,0,0,1,1,0,0
843,4,0,1.2565162181854248,0,1,0,0,0,1
844,2,0,1.6908073425292969,0,1,0,0,0,1
845,4,0,1.4736617803573608,0,1,0,0,0,1
847,4,0,1.5411574840545654,0,1,0,0,0,1
848,3,0,6.441170692443848,1,1,0,0,1,0
850,1,0,6.104473114013672,1,1,0,0,0,1
851,6,0,1.5175788402557373,0,1,0,0,0,1
852,1,0,2.9757816791534424,1,0,0,0,0,1
853,2,1,7.690367698669434,1,0,1,1,0,0
854,4,0,5.074861526489258,0,0,0,0,1,0
855,2,0,1.824998378753662,1,0,1,0,0,1
856,4,0,32.179832458496094,1,0,1,1,0,0
857,5,1,5.182214260101318,0,1,1,1,0,0
858,3,0,3.758969783782959,1,0,1,0,0,1
860,4,0,2.753756523132324,0,1,0,0,0,1
861,3,0,2.244650363922119,0,1,0,0,1,0
862,5,1,5.061042308807373,0,0,1,1,0,0
864,3,0,2.537430763244629,0,1,0,0,1,0
865,4,0,2.537430763244629,0,0,1,0,1,0
866,3,0,2.7049598693847656,0,0,1,0,1,0
867,4,1,9.856122970581055,0,1,0,1,0,0
869,1,0,2.1730751991271973,1,1,1,0,0,1
870,3,0,1.5411574840545654,0,1,0,0,0,1
871,5,1,10.257895469665527,1,0,1,1,0,0
872,4,1,0.9759349226951599,0,1,0,1,0,0
873,5,0,1.7566828727722168,0,1,0,0,0,1
874,3,0,4.684487819671631,0,0,1,0,1,0
875,2,0,1.4102259874343872,0,0,1,0,0,1
876,3,0,1.9217721223831177,0,1,0,0,0,1
877,3,0,1.5411574840545654,0,1,0,0,0,1
879,5,1,16.23141860961914,1,0,1,1,0,0
880,3,0,5.074861526489258,1,0,1,0,1,0
881,4,0,1.5411574840545654,0,1,0,0,0,1
882,3,0,2.052722930908203,0,0,0,0,0,1
883,3,0,2.0494632720947266,0,1,0,0,1,0
884,3,0,1.376068353652954,0,1,0,0,0,1
885,4,0,5.684821128845215,1,0,0,0,0,1
886,3,0,2.537430763244629,0,1,0,0,1,0
887,3,1,5.85560941696167,0,0,1,1,0,0
889,3,1,5.85560941696167,0,1,1,1,0,0
890,4,0,1.5126991271972656,0,1,0,0,0,1
5,3,0,1.6509500741958618,0,1,0,0,0,1
17,3,0,2.537430763244629,0,1,1,0,1,0
19,3,0,1.4102259874343872,0,0,1,0,0,1
26,3,0,1.4102259874343872,0,1,0,0,0,1
28,3,0,1.5379172563552856,0,0,1,0,0,1
29,3,0,1.5411574840545654,0,1,0,0,0,1
31,3,1,28.598953247070312,0,0,1,1,0,0
32,3,0,1.5126991271972656,0,0,1,0,0,1
36,3,0,1.411045789718628,0,1,1,0,0,1
42,3,0,1.5411574840545654,0,1,0,0,0,1
45,3,0,1.5712553262710571,0,1,0,0,0,1
46,3,0,3.0253982543945312,0,1,0,0,0,1
47,3,0,1.5126991271972656,0,0,1,0,0,1
48,3,0,4.231497764587402,0,1,0,0,0,1
55,4,1,6.92913818359375,0,1,1,1,0,0
64,4,0,5.410739421844482,0,1,0,1,0,0
65,1,0,2.9757816791534424,1,1,1,0,0,1
76,3,0,1.5411574840545654,0,1,0,0,0,1
77,3,0,1.5712553262710571,0,1,0,0,0,1
82,3,0,1.5200186967849731,0,0,1,0,0,1
87,3,0,1.5712553262710571,0,1,0,0,0,1
95,3,0,1.5712553262710571,0,1,0,0,0,1
101,3,0,1.5411574840545654,0,1,0,0,0,1
107,3,0,1.5175788402557373,0,1,1,0,0,1
109,3,0,4.713765621185303,0,0,1,0,0,1
121,3,0,1.5712553262710571,0,1,0,0,0,1
126,3,0,1.5126991271972656,0,1,0,0,0,1
128,1,1,4.364048957824707,1,0,1,0,0,1
140,1,0,2.9757816791534424,1,0,0,0,0,1
154,3,0,1.4273048639297485,0,1,0,0,0,1
158,3,0,1.6908073425292969,0,1,0,0,0,1
159,1,0,13.575255393981934,1,1,0,0,0,1
166,4,1,10.735283851623535,1,0,1,1,0,0
168,4,0,5.060222625732422,0,1,0,1,0,0
176,1,0,4.970768451690674,1,1,0,0,0,1
180,1,0,13.575255393981934,1,0,0,0,0,1
181,3,0,2.9375641345977783,0,1,0,0,1,0
185,4,1,9.759349822998047,0,1,0,1,0,0
186,3,0,3.0253982543945312,0,0,1,0,0,1
196,3,0,1.5126991271972656,0,1,0,0,0,1
198,3,0,1.5126991271972656,0,0,1,0,0,1
201,1,0,13.575255393981934,1,1,0,0,0,1
214,3,0,1.5126991271972656,0,1,0,0,0,1
223,3,0,1.5411574840545654,0,1,0,0,0,1
229,1,0,4.970768451690674,1,0,0,0,0,1
235,3,0,1.4736617803573608,0,0,0,0,0,1
240,3,0,2.8212716579437256,0,0,0,0,0,1
241,3,0,3.0253982543945312,0,0,1,0,0,1
250,3,0,1.4151057004928589,0,1,0,0,0,1
256,3,0,15.458808898925781,0,0,1,1,0,0
260,3,0,1.5126991271972656,0,1,0,0,0,1
264,3,0,1.5126991271972656,0,0,0,0,0,1
270,4,0,6.0507965087890625,0,1,0,1,0,0
274,3,0,1.5126991271972656,0,0,1,0,0,1
277,3,0,0.0,0,1,0,0,1,0
284,4,1,5.074861526489258,0,1,0,1,0,0
295,4,0,5.410739421844482,0,1,0,1,0,0
298,4,1,5.953203201293945,0,1,1,1,0,0
300,3,0,1.5126991271972656,0,0,1,0,0,1
301,3,0,4.538097381591797,0,1,1,0,0,1
303,3,1,2.4105594158172607,0,0,1,0,1,0
304,3,0,1.5712553262710571,0,1,0,0,0,1
306,3,0,21.642976760864258,0,0,1,1,0,0
324,1,0,13.575255393981934,1,1,0,0,0,1
330,3,0,4.538097381591797,0,0,1,0,0,1
334,3,0,26.086740493774414,0,0,1,1,0,0
335,3,0,1.5411574840545654,0,1,0,0,0,1
347,3,0,3.1425106525421143,0,0,1,0,0,1
351,4,1,6.831544399261475,0,1,0,1,0,0
354,3,0,1.4102259874343872,0,1,0,0,0,1
358,3,0,1.5379172563552856,0,0,1,0,0,1
359,3,0,1.5379172563552856,0,0,1,0,0,1
364,3,0,3.0253982543945312,0,1,0,0,0,1
367,3,0,1.411045789718628,0,0,1,0,0,1
368,3,0,1.5126991271972656,0,0,1,0,0,1
375,3,0,16.038671493530273,0,0,1,1,0,0
384,3,0,1.5411574840545654,0,1,0,0,0,1
388,3,0,1.5086392164230347,0,1,0,0,0,1
409,1,0,4.970768451690674,1,0,0,0,0,1
410,3,0,1.5411574840545654,0,1,0,0,0,1
411,3,0,1.3386509418487549,0,1,0,0,0,1
413,3,0,0.0,0,1,0,0,1,0
415,3,0,1.5712553262710571,0,0,0,0,0,1
420,3,0,1.5411574840545654,0,1,0,0,0,1
425,3,0,1.4151057004928589,0,1,0,0,0,1
428,3,0,1.5126991271972656,0,1,0,0,0,1
431,3,0,3.1425106525421143,0,0,1,0,0,1
444,3,0,1.5834544897079468,0,1,1,0,0,1
451,3,0,3.897239923477173,0,1,0,0,0,1
454,3,0,1.5712553262710571,0,1,0,0,0,1
457,3,1,10.122884750366211,0,0,1,1,0,0
459,3,0,1.5126991271972656,0,1,0,0,0,1
464,3,0,1.5712553262710571,0,1,0,0,0,1
466,3,0,0.0,0,1,0,0,1,0
468,3,0,1.507819414138794,0,1,0,0,0,1
470,3,0,1.4151057004928589,0,1,0,0,0,1
475,4,1,10.149723052978516,0,1,0,1,0,0
481,3,0,0.0,0,1,0,0,1,0
485,1,0,4.970768451690674,1,0,0,0,0,1
490,3,0,3.897239923477173,0,1,0,0,0,1
495,3,0,2.8220720291137695,0,1,0,0,0,1
497,3,0,2.9473235607147217,0,1,0,0,0,1
502,3,0,1.489120602607727,0,0,0,0,0,1
507,4,0,5.182214260101318,0,1,1,1,0,0
511,3,0,1.5712553262710571,0,1,0,0,0,1
517,3,0,4.713765621185303,0,1,0,0,0,1
522,3,0,1.4102259874343872,0,1,0,0,0,1
524,3,0,1.411045789718628,0,1,0,0,0,1
527,4,1,43.288414001464844,0,1,0,1,0,0
531,3,0,1.411045789718628,0,1,0,0,0,1
533,1,0,4.364048957824707,1,0,1,0,0,1
538,3,0,2.8302114009857178,0,1,0,0,0,1
547,3,0,2.705779552459717,0,1,1,0,1,0
552,3,0,1.5281579494476318,0,1,0,0,0,1
557,4,0,44.40991973876953,0,1,0,1,0,0
560,3,0,1.5126991271972656,0,1,0,0,0,1
563,3,0,1.5712553262710571,0,1,0,0,0,1
564,3,0,1.5712553262710571,0,0,0,0,0,1
568,3,0,1.411045789718628,0,1,0,0,0,1
573,3,0,1.5126991271972656,0,0,1,0,0,1
578,3,0,2.8220720291137695,0,0,0,0,0,1
584,3,0,1.7005665302276611,0,1,0,0,0,1
589,3,0,1.5712553262710571,0,1,0,0,0,1
593,3,0,1.5126991271972656,1,0,0,0,0,1
596,3,0,6.441170692443848,0,0,1,0,1,0
598,3,0,1.4102259874343872,0,1,0,0,0,1
601,3,0,1.5411574840545654,0,1,0,0,0,1
602,4,0,8.275928497314453,0,1,0,1,0,0
611,3,0,1.376068353652954,0,1,0,0,0,1
612,3,0,3.0253982543945312,0,0,1,0,0,1
613,3,0,1.5126991271972656,0,1,0,0,0,1
629,3,0,1.5094395875930786,0,1,0,0,0,1
633,3,0,0.0,0,1,0,1,0,0
639,3,0,3.1425106525421143,0,1,0,0,0,1
643,3,0,11.027244567871094,0,1,1,0,0,1
648,3,0,1.4736617803573608,0,1,0,0,0,1
650,3,0,1.5411574840545654,0,1,0,0,0,1
653,3,0,1.5281579494476318,0,0,1,0,0,1
656,3,0,1.5411574840545654,0,1,0,0,0,1
667,3,0,1.5175788402557373,0,1,0,0,0,1
669,3,1,10.149723052978516,0,0,1,1,0,0
674,3,0,0.0,0,1,0,0,1,0
680,3,0,1.588334083557129,0,0,0,0,0,1
692,3,0,11.027244567871094,0,1,1,0,0,1
697,3,0,1.5094395875930786,0,0,1,0,0,1
709,1,0,2.9757816791534424,1,1,1,0,0,1
711,4,1,5.182214260101318,0,1,0,1,0,0
718,3,0,3.0253982543945312,0,1,0,0,0,1
727,3,0,1.5102593898773193,0,0,1,0,0,1
732,3,0,0.0,0,1,0,0,1,0
738,3,0,1.5411574840545654,0,1,0,0,0,1
739,3,0,1.5411574840545654,0,1,0,0,0,1
740,4,1,5.85560941696167,0,1,1,1,0,0
760,3,0,2.8302114009857178,0,1,0,0,0,1
766,4,0,7.729404449462891,0,1,0,1,0,0
768,3,0,4.713765621185303,0,1,0,0,0,1
773,3,0,1.4102259874343872,0,1,0,0,0,1
776,3,1,1.5126991271972656,0,1,0,0,0,1
778,3,0,1.5102593898773193,0,1,0,0,0,1
783,1,0,4.57713508605957,1,1,0,0,0,1
790,3,0,1.5126991271972656,0,1,0,0,0,1
792,1,0,13.575255393981934,1,0,0,0,0,1
793,4,0,5.991420745849609,0,1,0,1,0,0
815,3,1,0.0,0,1,0,1,0,0
825,3,0,1.3565495014190674,0,1,0,0,0,1
826,3,0,11.027244567871094,0,1,0,0,0,1
828,3,0,1.5126991271972656,0,1,1,0,0,1
832,3,0,1.411045789718628,0,1,0,0,0,1
837,3,0,1.5712553262710571,0,1,0,0,0,1
839,4,1,5.797053813934326,0,1,1,1,0,0
846,1,0,13.575255393981934,1,1,0,0,0,1
849,3,1,17.39198112487793,0,0,1,1,0,0
859,3,0,1.411045789718628,0,1,0,0,0,1
863,1,0,13.575255393981934,1,0,0,0,0,1
868,3,0,1.854276418685913,0,1,0,0,0,1
878,3,0,1.5411574840545654,0,1,0,0,0,1
888,1,0,4.57713508605957,1,0,0,0,0,1
